ticket_number,subject,description,department,category,priority,ward,is_spam,submit_count,created_at,resolution_hours,sla_breached,status
CMP-156478,Incorrect tax rebate,The senior citizen tax discount was not applied to my online tax calculation.,property_tax,property_tax,low,Ward 6,0,1,2026-05-05T01:37:40.499022,93.25,0,resolved
CMP-609159,Traffic light malfunction,The traffic lights at the main crossing are flashing yellow and causing traffic jams.,roads,roads,medium,Ward 6,0,2,2026-04-19T19:36:40.499022,60.47,0,resolved
CMP-561205,Low water pressure,The municipal water pressure is extremely low. It takes hours to fill a single bucket.,water,water,medium,Ward 8,0,1,2026-05-24T22:43:40.499022,13.07,0,resolved
CMP-388341,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 9, attacking passersby.",general,general,low,Ward 9,0,2,2026-04-11T22:39:40.499022,108.72,0,resolved
CMP-657656,Transformer sparking,The electric transformer near the local market is sparking and emitting smoke. It could catch fire.,electricity,electricity,critical,Ward 8,0,2,2026-05-02T10:57:40.499022,2.46,0,resolved
CMP-221464,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 8 hospital.,general,general,low,Ward 8,0,2,2026-04-09T01:18:40.499022,97.97,0,resolved
CMP-789337,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 9 hospital.,general,general,low,Ward 9,0,1,2026-05-03T13:57:40.499022,45.76,0,resolved
CMP-449947,Garbage dump overflow,The municipal garbage bin has not been cleared for a week. Garbage is spilling and dogs are scattering it.,sanitation,sanitation,low,Ward 6,0,2,2026-04-20T03:11:40.499022,53.21,0,resolved
CMP-339570,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 10, attacking passersby.",general,general,low,Ward 10,0,1,2026-04-14T05:29:40.499022,40.61,0,rejected
CMP-839036,Double payment charge,I paid my electricity bill through the portal. The money was debited twice but the status is still unpaid.,billing,billing,low,Ward 10,0,2,2026-04-15T02:35:40.499022,31.9,0,resolved
CMP-636952,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 2,0,2,2026-05-16T11:57:40.499022,55.47,0,resolved
CMP-827762,Open manhole,A deep sewer manhole is lying open on the middle of the road. This is a death trap for drivers.,roads,roads,low,Ward 1,0,1,2026-05-20T18:21:40.499022,103.88,0,resolved
CMP-590015,Streetlights broken,"None of the streetlights are working in our lane in Ward 10, making it extremely dark and unsafe at night.",electricity,electricity,low,Ward 10,0,2,2026-05-27T14:13:40.499022,17.07,0,resolved
CMP-115809,Incorrect tax rebate,The senior citizen tax discount was not applied to my online tax calculation.,property_tax,property_tax,low,Ward 1,0,1,2026-05-30T03:44:40.499022,62.15,0,rejected
CMP-148063,Incorrect tax rebate,The senior citizen tax discount was not applied to my online tax calculation.,property_tax,property_tax,low,Ward 8,0,1,2026-04-07T19:59:40.499022,73.76,0,resolved
CMP-993225,Open manhole,A deep sewer manhole is lying open on the middle of the road. This is a death trap for drivers.,roads,roads,low,Ward 8,0,2,2026-04-30T17:41:40.499022,123.37,1,resolved
CMP-125976,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 4 hospital.,general,general,low,Ward 4,0,2,2026-05-03T21:00:40.499022,74.91,0,rejected
CMP-614145,Water pipeline burst,There is a major water pipe burst on Main Street in Ward 3. Drinking water is leaking onto the road and pressure is low.,water,water,critical,Ward 3,0,1,2026-05-10T03:43:40.499022,6.3,1,resolved
CMP-389315,Consumer ID link error,The system says my consumer ID is invalid when I try to query my monthly dues.,billing,billing,low,Ward 1,0,1,2026-04-20T02:00:40.499022,60.03,0,resolved
CMP-823151,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 1, attacking passersby.",general,general,low,Ward 1,0,2,2026-05-22T15:48:40.499022,120.55,1,rejected
CMP-204191,Broken footpath,The pedestrian footpath is completely broken and blocked by debris near Ward 5 metro station.,roads,roads,medium,Ward 5,0,2,2026-04-09T10:33:40.499022,117.85,1,resolved
CMP-868165,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 6 hospital.,general,general,low,Ward 6,0,2,2026-05-01T06:33:40.499022,90.06,0,resolved
CMP-670827,No receipt generated,"The payment for property tax was successful, but no digital receipt was generated or sent.",billing,billing,low,Ward 4,0,1,2026-05-29T19:17:40.499022,38.64,0,resolved
CMP-366821,Consumer ID link error,The system says my consumer ID is invalid when I try to query my monthly dues.,billing,billing,low,Ward 7,0,2,2026-04-07T06:34:40.499022,29.49,0,resolved
CMP-403831,Loudspeaker noise pollution,Loud music is being played at high volume after midnight from the party hall near Ward 4 hospital.,general,general,low,Ward 4,0,2,2026-05-02T00:24:40.499022,122.56,1,resolved
CMP-819590,Meter billing issue,My digital electricity meter is running twice as fast even when all switches are turned off.,electricity,electricity,low,Ward 10,0,1,2026-05-26T05:47:40.499022,9.67,0,resolved
CMP-215050,No receipt generated,"The payment for property tax was successful, but no digital receipt was generated or sent.",billing,billing,low,Ward 5,0,2,2026-05-07T21:35:40.499022,28.24,0,resolved
CMP-269154,Promotional Alert,"Buy cheap luxury watches, Rolex, Omega. 90% discount today only at watchstore.biz",general,spam,low,Ward 6,1,6,2026-04-04T22:09:40.499022,0.0,0,rejected
CMP-169192,Garbage dump overflow,The municipal garbage bin has not been cleared for a week. Garbage is spilling and dogs are scattering it.,sanitation,sanitation,low,Ward 2,0,1,2026-05-27T18:29:40.499022,45.48,0,resolved
CMP-392905,Street vendor encroachment,Street vendors have blocked the entire entrance gate of our society in Ward 5.,general,general,low,Ward 5,0,2,2026-05-26T21:19:40.499022,114.55,0,resolved
CMP-787854,Traffic light malfunction,The traffic lights at the main crossing are flashing yellow and causing traffic jams.,roads,roads,medium,Ward 10,0,1,2026-05-16T04:05:40.499022,39.08,0,resolved
CMP-504746,Double payment charge,I paid my electricity bill through the portal. The money was debited twice but the status is still unpaid.,billing,billing,low,Ward 2,0,2,2026-04-16T05:37:40.499022,48.27,0,resolved
CMP-993533,No receipt generated,"The payment for property tax was successful, but no digital receipt was generated or sent.",billing,billing,low,Ward 5,0,1,2026-04-12T16:11:40.499022,55.97,0,resolved
CMP-929921,Drainage leakage,Sewage water is overflowing from the main manhole and entering our house compound in Ward 1.,water,water,medium,Ward 1,0,1,2026-04-26T16:24:40.499022,28.06,0,resolved
CMP-970209,Potholes on road,Huge potholes have formed on the main road in Ward 9. Multiple two-wheelers have skidded today.,roads,roads,low,Ward 9,0,2,2026-05-28T09:16:40.499022,117.3,0,resolved
CMP-670818,Street vendor encroachment,Street vendors have blocked the entire entrance gate of our society in Ward 1.,general,general,low,Ward 1,0,1,2026-05-18T05:40:40.499022,102.91,0,resolved
CMP-638213,Clogged storm drain,"The drainage canal next to our housing society is filled with plastic bottles and black mud, emitting a bad odour.",sanitation,sanitation,low,Ward 3,0,1,2026-04-07T07:53:40.499022,90.58,0,resolved
CMP-680247,Open manhole,A deep sewer manhole is lying open on the middle of the road. This is a death trap for drivers.,roads,roads,low,Ward 8,0,1,2026-04-07T20:08:40.499022,153.28,1,resolved
CMP-701636,Meter billing issue,My digital electricity meter is running twice as fast even when all switches are turned off.,electricity,electricity,low,Ward 7,0,1,2026-05-02T00:07:40.499022,6.06,0,resolved
CMP-876453,Test,Earn $5000 a day working from home! Click here: www.fakeurl.com/money,general,spam,low,Ward 1,1,14,2026-04-22T01:08:40.499022,0.0,0,rejected
CMP-651022,Contaminated water,The drinking water supplied today is yellow and smells like drainage. It is completely unfit for consumption.,water,water,medium,Ward 8,0,1,2026-05-16T10:02:40.499022,21.55,0,resolved
CMP-183157,Consumer ID link error,The system says my consumer ID is invalid when I try to query my monthly dues.,billing,billing,low,Ward 9,0,2,2026-05-30T06:44:40.499022,49.82,0,rejected
CMP-523878,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 6,0,2,2026-04-18T00:16:40.499022,41.87,0,resolved
CMP-110527,Consumer ID link error,The system says my consumer ID is invalid when I try to query my monthly dues.,billing,billing,low,Ward 10,0,2,2026-05-21T11:05:40.499022,60.13,0,resolved
CMP-290007,Potholes on road,Huge potholes have formed on the main road in Ward 9. Multiple two-wheelers have skidded today.,roads,roads,low,Ward 9,0,2,2026-05-10T01:13:40.499022,117.86,0,resolved
CMP-371610,Test,"Get rich quick, crypto tokens trading signal. Join our telegram channel for profits.",general,spam,low,Ward 3,1,22,2026-04-30T12:03:40.499022,0.0,0,rejected
CMP-328203,Broken footpath,The pedestrian footpath is completely broken and blocked by debris near Ward 1 metro station.,roads,roads,medium,Ward 1,0,2,2026-05-31T20:21:40.499022,36.32,0,resolved
CMP-658884,Incorrect billing amount,"I received a water bill of Rs. 15,000 this month. Our typical bill is Rs. 300. This is a calculation error.",billing,billing,low,Ward 7,0,2,2026-04-06T04:56:40.499022,32.95,0,resolved
CMP-496004,Public toilet unhygienic,The public toilet near Ward 5 bus stand has no running water and is extremely filthy.,sanitation,sanitation,low,Ward 5,0,1,2026-05-18T13:48:40.499022,91.28,0,resolved
CMP-144227,No receipt generated,"The payment for property tax was successful, but no digital receipt was generated or sent.",billing,billing,low,Ward 5,0,1,2026-04-12T03:31:40.499022,18.21,0,resolved
CMP-742055,Open manhole,A deep sewer manhole is lying open on the middle of the road. This is a death trap for drivers.,roads,roads,low,Ward 3,0,1,2026-04-15T23:06:40.499022,132.66,1,rejected
CMP-995433,Incorrect billing amount,"I received a water bill of Rs. 15,000 this month. Our typical bill is Rs. 300. This is a calculation error.",billing,billing,low,Ward 3,0,2,2026-05-27T19:57:40.499022,21.92,0,resolved
CMP-610974,Stray dog menace,"A pack of aggressive stray dogs has gathered near the children's park in Ward 7, attacking passersby.",general,general,low,Ward 7,0,1,2026-05-03T23:01:40.499022,42.38,0,resolved
CMP-289010,Consumer ID link error,The system says my consumer ID is invalid when I try to query my monthly dues.,billing,billing,low,Ward 3,0,1,2026-05-23T04:06:40.499022,51.95,0,resolved
CMP-946484,Test,"Online casino! Sign up now and get 100 free spins. Play roulette, blackjack, win real cash!",general,spam,low,Ward 2,1,22,2026-04-24T08:57:40.499022,0.0,0,rejected
CMP-213804,Drainage leakage,Sewage water is overflowing from the main manhole and entering our house compound in Ward 3.,water,water,medium,Ward 3,0,2,2026-04-22T04:10:40.499022,15.43,0,resolved
CMP-514377,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 2,0,2,2026-05-31T07:28:40.499022,127.63,1,resolved
CMP-281635,Dangling wire,A live high-voltage electrical cable has snapped and is hanging low over the road near Ward 1 school.,electricity,electricity,medium,Ward 1,0,2,2026-05-16T03:35:40.499022,4.81,0,resolved
CMP-829426,Power outage,Unscheduled power cuts for the past 8 hours in Ward 1. Electronic items are getting damaged.,electricity,electricity,low,Ward 1,0,2,2026-05-03T19:29:40.499022,13.6,0,resolved
CMP-223299,Double payment charge,I paid my electricity bill through the portal. The money was debited twice but the status is still unpaid.,billing,billing,low,Ward 2,0,2,2026-05-18T02:56:40.499022,29.31,0,resolved
CMP-688738,Water pipeline burst,There is a major water pipe burst on Main Street in Ward 5. Drinking water is leaking onto the road and pressure is low.,water,water,critical,Ward 5,0,1,2026-04-09T03:37:40.499022,6.13,1,resolved
CMP-914773,Consumer ID link error,The system says my consumer ID is invalid when I try to query my monthly dues.,billing,billing,low,Ward 9,0,1,2026-04-20T16:14:40.499022,64.21,0,resolved
CMP-142431,Property registration link,Unable to link my property tax ID to my mobile number on the municipal portal.,property_tax,property_tax,low,Ward 5,0,2,2026-04-30T19:38:40.499022,121.65,1,resolved
CMP-105197,No water supply,We have not received any drinking water supply for the last 3 days in Ward 2. Please look into this urgently.,water,water,low,Ward 2,0,2,2026-04-24T06:16:40.499022,31.58,0,resolved
CMP-648741,Open manhole,A deep sewer manhole is lying open on the middle of the road. This is a death trap for drivers.,roads,roads,low,Ward 4,0,1,2026-06-01T20:46:40.499022,109.74,0,resolved
CMP-475276,No receipt generated,"The payment for property tax was successful, but no digital receipt was generated or sent.",billing,billing,low,Ward 1,0,1,2026-05-03T10:22:40.499022,27.49,0,resolved
CMP-668837,Garbage dump overflow,The municipal garbage bin has not been cleared for a week. Garbage is spilling and dogs are scattering it.,sanitation,sanitation,low,Ward 9,0,2,2026-05-21T23:18:40.499022,29.66,0,resolved
CMP-870844,Water pipeline burst,There is a major water pipe burst on Main Street in Ward 9. Drinking water is leaking onto the road and pressure is low.,water,water,critical,Ward 9,0,1,2026-04-22T19:24:40.499022,2.41,0,resolved
CMP-706557,No receipt generated,"The payment for property tax was successful, but no digital receipt was generated or sent.",billing,billing,low,Ward 9,0,1,2026-05-26T20:50:40.499022,40.93,0,resolved
